ACTDT,YEAR,YR_QTR,ACTION,APP_NO,FM,NUMBER,STREET,ST_TYPE,BLOCK,LOT,BLOCKLOT,DESCRIPT,EXT_USE,PROP_USE,AFF_HSG,AFF_TARGET,UNITS,NETUNITS,planning_district_number,planning_district,supervisor_district,analysis_neighborhood,the_geom
2016/04/11,2016,2016_Q2,COMPLETE,201101289269,3,327,BALBOA,ST,1640,051,1640051,1ST FLOOR CONVERT (E) REAR COMMERCIAL SPACE TO RESIDENTIAL USE. ADD 2ND ENTRANCE EGRESS. 2ND FLOOR CONVERT (E) REAR COMMERCIAL SPACE TO RESIDENTIAL USE CREATE UNOBSTRUCTED COURTYARD NEW 225 SQ FT ADDITION.,2 FAMILY DWELLING,APARTMENTS,,,6,4,1,Richmond,1,Inner Richmond,"(37.777064669276, -122.462398570773)"
2017/07/31,2017,2017_Q3,COMPLETE,201610079826,8,3673,16TH,ST,3562,027,3562027,"ADD 2ND UNIT ON 1ST FLOOR.INTERIOR REMODEL: INSTALL NEW KITCHEN AND NEW BATHROOM. ADD INSULATION AND 1 HOUR WALL AND CEILING SEPARATION. INSTALL NEW LIGHTING, RECEPTACLES AND SWITCHES. ADD NEW COMBI TANKLESS HEATER FOR COMBINED DOMESTIC & HYDRAUNIC HEATIN",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,6,Buena Vista,8,Castro/Upper Market,"(37.763854904765, -122.434721028724)"
2016/11/02,2016,2016_Q4,COMPLETE,201603071323,8,803,ATHENS,ST,6355,005D,6355005D,"REMOVED KITCHEN AND ONE BATHROOM ON UPPPER LEVEL.  CHANGE LIGHTING, REPLACE BATHROOM WINDOW - U-FACTOR <0.32, CABINETS AND FLOORS AND WALLS IN BATH AND KITCHE.  KITCHEN LIGHTING MIN. 50% WATTAGE  AS HIGH EFFICACY;  BATHROOM LIGHTING ALL HIGH EFFICACY OR C",1 FAMILY DWELLING,1 FAMILY DWELLING,,,1,-1,12,South Central,11,Excelsior,"(37.715148182122, -122.433008522207)"
2017/10/30,2017,2017_Q4,COMPLETE,201410108621,8,2546,28TH,AV,2428,009,2428009,"4 NEW DORMERS AT ATTIC LEVEL. NEW  STAIRS FROM MAIN LEVEL TO ATTIC LEVEL. REMODEL BATHROOM AND NEW BATHROOMS. REMOVE KITCHEN AT GROUND FLOOR, ADD BEDROOM, BATH, WET BAR AND OPEN STAIR. Remove illegal unit on 1st floor.",1 FAMILY DWELLING,1 FAMILY DWELLING,,,1,-1,15,Outer Sunset,4,Sunset/Parkside,"(37.739885883963, -122.484826819347)"
2017/12/07,2017,2017_Q4,COMPLETE,201411101145,1,1140,FOLSOM,ST,3730,015,3730015,"ERECT 6-STORY, 1 BASEMENT, TYPE 1, 3, 5, RETAIL, PARKING, 112 RESIDENTIAL UNITS BUILDING. COMPLIANCE W/ ORIDINANCE NO 155-13 EXEMPTED.",,APARTMENTS,13,MOD,112,112,9,South of Market,6,South of Market,"(37.77623506399, -122.40895299783)"
2017/03/10,2017,2017_Q1,COMPLETE,201502138346,8,1036,POLK,ST,0693,015,0693015,"APT 302/302A: CONVERT 2 BEDROOM APARTMENT INTO A STUDIO & ONE BEDROOM APARTMENT; 302A: ADD A KITCHEN, BATH AND W/D; 302: REMODEL (E) KITCHEN AND BATH ADD NEW LAUNDRY W/D; MAHER N/A",APARTMENTS,APARTMENTS,,,37,1,4,Downtown,6,Tenderloin,"(37.786606215758, -122.419653274234)"
2017/07/25,2017,2017_Q3,COMPLETE,201607293739,3,2834,HARRISON,ST,6522,008,6522008,LEGALIZATION OF EXISTING DWELLINIT UNIT. NEW PERMABLE AREA AT DRIVEWAY. NEW SMOKE DETECTOR/CARMON. DETECTOR AT 2ND UNIT. LEGALIZE EXISTING KITCHEN PER ORDINANCE 43-14,1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,8,Mission,9,Mission,"(37.75201671838, -122.412191674778)"
2018/06/19,2018,2018_Q2,COMPLETE,201803062969,8,1965,48TH,AV,2086,007,2086007,RECOMMENCEMENT AND COMPLETION OF WORK APPROVED UNDER PA# 201607051586,1 FAMILY DWELLING,1 FAMILY DWELLING,,,1,-1,15,Outer Sunset,4,Sunset/Parkside,"(37.749790693662, -122.507575257134)"
2017/06/09,2017,2017_Q2,COMPLETE,201308204719,2,120,MIDDLE POINT,RD,4624,031,4624031,,,APARTMENTS,7,LOW,7,7,10,South Bayshore,10,Bayview Hunters Point,"(37.735252198128, -122.380734774665)"
2017/10/27,2017,2017_Q4,COMPLETE,201401166470,1,2500,ARELIOUS WALKER,DR,4884,029,4884029,"TO ERECT 5 STORIES, NO BASEMENT, 93 DWELLINGS UNITS WITH PARKING(MAHER: COMPLIANCE WITH ORDINANCE NO.155-13 REQUIRED)",,APARTMENTS,121,VLI,122,122,10,South Bayshore,10,Bayview Hunters Point,"(37.718759941327, -122.386085807881)"
2017/01/11,2017,2017_Q1,COMPLETE,201406208927,3,47,DUNCAN,ST,6597,039,6597039,"NEW GROUND FLOOR DWELLING UNIT ( 1 BEDROOM, 1 BATH) & HORIZONTAL ADDITION IN REAR YARD. INTERIOR RENOVATIONS at G/F only. REPLACE (E) WINDOWS.",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,11,Bernal Heights,8,Bernal Heights,"(37.746231495077, -122.42117054631)"
2016/06/06,2016,2016_Q2,COMPLETE,201305298094,2,1758,12TH,AV,2038A,019,2038A019,ERECT 3-STORY TYPE V SINGLE FAMILY RESIDENCE.,,1 FAMILY DWELLING,,,1,1,14,Inner Sunset,7,Inner Sunset,"(37.755360479449, -122.468611942709)"
2016/12/30,2016,2016_Q4,COMPLETE,201305217457,2,680,PAGE,ST,0843,016,0843016,"ERECT 4-STORY, TYPE 5, 0 BASEMENT, 3 DWELLING UNITS BUILDING. 690 PAGE ST AKA  680, 682, 684  PAGE STREET.",,APARTMENTS,,,3,3,6,Buena Vista,5,Hayes Valley,"(37.77306930554, -122.432045069738)"
2016/03/11,2016,2016_Q1,COMPLETE,201401105997,3,2970,21ST,ST,3612,022,3612022,"WORK TO CORRECT NOV 201391581. REMOVE KITCHEN, BATH, AND SLIDING DOORS AND FLAT SKYLIGHTS AT ATTIC AREA. RETURN ATTIC TO ORIGINAL CONFIGURATION",2 FAMILY DWELLING,2 FAMILY DWELLING,,,2,-1,8,Mission,9,Mission,"(37.757576581197, -122.413974324571)"
2017/11/01,2017,2017_Q4,COMPLETE,201605096909,8,234,TERESITA,BL,2959,007,2959007,,CHURCH,1 FAMILY DWELLING,,,1,1,13,Ingleside,7,West of Twin Peaks,"(37.742346826849, -122.450925890529)"
2017/08/21,2017,2017_Q3,COMPLETE,201603152102,3,2339,41ST,AV,2370,054,2370054,"LEGALIZE AS BUILT UNIT ON 1ST FL W/ (2) BEDROOM, (1) STORAGE & (1) KITCHEN PER ORDINANCE 43-14.",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,15,Outer Sunset,4,Sunset/Parkside,"(37.743038202012, -122.499676381792)"
2017/06/27,2017,2017_Q2,COMPLETE,201605046480,2,20,SUMMIT,WY,7331,012,7331012,"ERECT 3-STORY, 1 BASEMENT, TYPE 5-B, SINGLE FAMILY DWELLING BUILDING.",,1 FAMILY DWELLING,,,1,1,13,Ingleside,7,Lakeshore,"(37.71456921078, -122.474407963065)"
2017/05/25,2017,2017_Q2,COMPLETE,201406118118,8,147,HAHN,ST,6297,036,6297036,"COMPLY W/NOV 201451831, 201486731 - REPLACE 3 WINDOWS AT FRONT & SIDING AT REAR. REPLACE OLD GARAGE DOOR TO A NEW GARAGE DOOR 7' X 7'-7"" WIDE. GET A PERMIT FOR DEMOLITION OF THE ILLEGAL ROOMS BUILT INSIDE THE GARAGE LEVEL. REPLACE 3 WINDOWS AT BACK OF HOU",1 FAMILY DWELLING,1 FAMILY DWELLING,,,1,-1,12,South Central,10,Visitacion Valley,"(37.712696177559, -122.415339100225)"
2018/09/11,2018,2018_Q3,COMPLETE,201503191389,3,550,07TH,AV,1549,034,1549034,"HORIZONTAL ADDITION CONSTRUCT NEW 3 STORY REAR HORIZONTAL EXTENSION WITH NEW MASTER BEDROOM. ADD NEW RESIDENTIAL  UNIT, ADD 1 NEW KITCHEN, ADD 3 NEW BATHS, A NEW DECK AND ROOF TERRACE.",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,1,Richmond,1,Inner Richmond,"(37.77810351998, -122.464831644764)"
2016/12/08,2016,2016_Q4,COMPLETE,200705010136,3,72,TOWNSEND,ST,3789,003,3789003,"7 STORY ADDITION TO EXISTING 2 STORY COMMERCIAL WAREHOUSE, HIGHRISE BUILDING. ADDITION OF RETAIL, PARKING & 74 RESIDENTIAL UNITS.",RETAIL SALES,APARTMENTS,7,MOD,74,74,9,South of Market,6,Financial District/South Beach,"(37.781393612276, -122.390368817808)"
2016/02/11,2016,2016_Q1,COMPLETE,201502047441,2,283,SUMMIT,WY,7331,076,7331076,ERECT A TWO STORY SINGLE FAMILY RESIDENTIAL BUILDING.,,1 FAMILY DWELLING,,,1,1,13,Ingleside,7,Lakeshore,"(37.715040185923, -122.476200182588)"
2018/04/23,2018,2018_Q2,COMPLETE,201410169154,1,4171,24TH,ST,6506,032,6506032,"CONSTRUCT NEW 4 STORIES, 1 BASEMENT, 5 UNITS MULTI-FAMILY RESIDENCE.",,APARTMENTS,,,5,5,7,Central,8,Noe Valley,"(37.75096884182, -122.435552088578)"
2018/05/22,2018,2018_Q2,COMPLETE,201404304554,1,41,TEHAMA,ST,3736,190,3736190,"TO ERECT 35 STORIES, 3 BASEMENT, 403 RESIDENTIAL UNITS WITH MIX USED & PARKING BUILDING. (R-2,B,A-3,M,H-3,S-2)",,APARTMENTS,0,Counted in 2017,403,84,9,South of Market,6,Financial District/South Beach,"(37.787265053276, -122.396277484661)"
2016/01/28,2016,2016_Q1,COMPLETE,201504062856,8,278,DELANO,AV,3212,009A,3212009A,REMOVE ILLEGAL KITCHEN AT GROUND FLCOMPLY WITH NOV# 201523741 & 201533502,1 FAMILY DWELLING,1 FAMILY DWELLING,,,1,-1,12,South Central,11,Outer Mission,"(37.724622831983, -122.442614730596)"
2017/12/15,2017,2017_Q4,COMPLETE,201512013897,3,1670,CLAY,ST,0620,013,0620013,PROPOSED ADDITION OF 2 NEW UNITS @ GROUND FLOOR AS PART OF SOFT STORY SEISMIC RETROFIT. UNIT# 1: ADD STUDIO. UNIT# 2: ADD 1 BEDROOM & 1 BATHROOM. ALL WORK TO BE PERFORMED WITHIN (E) BOUNDARY OF THE BUILDING.** MAHER: N/A **,APARTMENTS,APARTMENTS,,,14,2,3,Northeast,3,Russian Hill,"(37.792718463233, -122.420618146284)"
2018/06/21,2018,2018_Q2,COMPLETE,201706058437,8,1877,LOMBARD,ST,0507,025,0507025,"RESTORE RESIDENTIAL USE TO UPPER 2 UNITS, PREVIOUSLY CONVERTED FROM RESIDENTIAL TO OFFICE. ADD LAUNDRY TO BOTH UNITS. RENOVATIONS TO 2ND AND 3RD FLOOR UNITS; REMODEL BEDROOM, BATHROOMS, KITCHEN, (E) ROOF DECK REMOVED, CONSTRUCT (N) COMPLYING TO OPEN SPACE",OFFICE,2 FAMILY DWELLING,,,2,2,2,Marina,2,Marina,"(37.800094468037, -122.432289252742)"
2016/08/16,2016,2016_Q3,COMPLETE,201411212191,3,1477,26TH,AV,1827,013A,1827013A,LEGALIZE IN-LAW UNIT AT FIRST FLOOR PER ORDINANCE 43-14.,1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,15,Outer Sunset,4,Sunset/Parkside,"(37.759915154673, -122.484736940719)"
2016/02/18,2016,2016_Q1,COMPLETE,201408184044,8,271,FAIR OAKS,ST,3647,021,3647021,"REMOVE UNDOCUMENTED BASEMENT UNIT AND RESTORE TO ORIGINAL STORAGE SPACE, TO COMPLY WITH NOV #199710692.",1 FAMILY DWELLING,1 FAMILY DWELLING,,,1,-1,8,Mission,8,Mission,"(37.752413123275, -122.423756218977)"
2017/03/03,2017,2017_Q1,COMPLETE,201702280295,8,4621,19TH,ST,2701A,019,2701A019,"INSTALL FIRE SPRINKLERS THROUGHOUT BLDG USING A 2"" COMBINATION FIRE SUPPLY.  REF PA #201312265013.",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,7,Central,8,Twin Peaks,"(37.758787398296, -122.441177748494)"
2018/03/27,2018,2018_Q1,COMPLETE,201608175311,8,1631,SHAFTER,AV,5359,006,5359006,"add 1 dwelling unit at 1/F -RECONFIGURE 1ST FLOOR PLAN, NEW KITCHEN ON 1ST FLOOR",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,10,South Bayshore,10,Bayview Hunters Point,"(37.73121077359, -122.391573765626)"
2017/06/06,2017,2017_Q2,COMPLETE,201705318029,8,2100,ALEMANY,BL,6970,001A,6970001A,"REMOVE ALL NON DOCUMENTED CONSTRUCTION AT THE REAR YARD, RESTORE BACK TO ORIGINAL CONDITION. RESPONSE TO NOV # 201768531",1 FAMILY DWELLING,1 FAMILY DWELLING,,,1,-1,12,South Central,11,Outer Mission,"(37.718724583501, -122.441660829506)"
2016/07/19,2016,2016_Q3,COMPLETE,201504093195,2,216,SUMMIT,WY,7331,191,7331191,"(TYPE A BLDG) ERECT 3-STORY, 2-UNITS, WITH 1 BASEMENT RESIDENTIAL BUILDING.",,2 FAMILY DWELLING,,,2,2,13,Ingleside,7,Lakeshore,"(37.715628460363, -122.476984942504)"
2014/04/30,2014,2014_Q2,COMPLETE,201307222374,6,112,WEST POINT,RD,4624,031,4624031,"BLDG 12 - DEMOLISH 2-STORY, TYPE 5, RESIDENTIAL APARTMENT BUILDING.",APARTMENTS,,,VLI,-4,-4,10,South Bayshore,10,Bayview Hunters Point,"(37.735252198128, -122.380734774665)"
2016/08/25,2016,2016_Q3,COMPLETE,201507212002,8,130,FELTON,ST,5926,016,5926016,"COMPLY W COMPLAINT 201551861. REMOVE ILLEGAL KITCHEN AT GR FL CONVERT BACK TO ORIGINAL LAUNDRY AREA,remove cabinets;  REMOVE CLEAR PLASTIC COVER ABOVE DECK",1 FAMILY DWELLING,1 FAMILY DWELLING,,,1,-1,12,South Central,9,Portola,"(37.729850399158, -122.406225801372)"
2018/10/04,2018,2018_Q4,COMPLETE,201803224301,3,1566,27TH,AV,1872,015C,1872015C,TO COMPLY WITH NOV 201837182 - REMOVE WET BAR ON GROUND FLOOR THAT WAS BUILT WITHOUT PERMIT,1 FAMILY DWELLING,1 FAMILY DWELLING,,,1,-1,15,Outer Sunset,4,Sunset/Parkside,"(37.758232756395, -122.485035486607)"
2016/11/01,2016,2016_Q4,COMPLETE,201509106567,8,784,BAY,ST,0027,050,0027050,COMPLY W/NOV #201558541 - REMOVE GROUND FLOOR ILLEGAL ROOMS AND COUNTER SINK AS PER AGREEMENT.,APARTMENTS,APARTMENTS,,,3,-1,3,Northeast,2,Russian Hill,"(37.805034110688, -122.419876847318)"
2016/12/22,2016,2016_Q4,COMPLETE,201506098473,2,255,SUMMIT,WY,7331,123,7331123,"ERECT 2-STORY, 1 BASEMENT, SINGLE FAMILY RESIDENTIAL BUILDING.",,1 FAMILY DWELLING,,,1,1,13,Ingleside,7,Lakeshore,"(37.71519790646, -122.477116390944)"
2017/04/04,2017,2017_Q2,COMPLETE,200809252660,1,1450,FRANKLIN,ST,0671,006,0671006,"ERECT A 13 STORIES, 1 BASEMENT WITH 69 RESIDENTIAL UNIT & COMMERCIAL BUILDING WITH PARKING",,APARTMENTS,9,MOD,69,69,5,Western Addition,2,Western Addition,"(37.788061282143, -122.423266316286)"
2010/04/29,2010,2010_Q2,PRE-FINAL,201001074383,6,80,MIDDLE POINT,RD,4624,004,4624004,BLDG# 35 - DEMOLITION OF 3-STORY 8 RESIDENTIAL UNITS. (#66 - 80 MIDDLE POINT RD.),APARTMENTS,,,VLI,-8,-8,10,South Bayshore,10,Bayview Hunters Point,"(37.736027797084, -122.380243007312)"
2016/01/11,2016,2016_Q1,COMPLETE,201408194209,3,379,LISBON,ST,6080,027,6080027,REVISE APP#201406198871 TO LEGALIZE DWELLING UNIT INSTALLED WITHOUT PERMIT UNDER ORDINANCE NO 43-14,1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,12,South Central,11,Excelsior,"(37.72222024995, -122.433113691268)"
2016/12/08,2016,2016_Q4,COMPLETE,201512144933,3,462,CAMBRIDGE,ST,5968,011,5968011,"COMPLY W/ NOV 201542201,201555582,201517861. ADD TWO WINDOWS AT 2ND FL REAR, REDUCE SIZE OF ILLEGAL SHED, REMOVE ILLEGAL ADDTION AT 1ST & 2ND FLOORE REAR, ADD BEAM POST ON 2ND FL FOR PLAN.",1 FAMILY DWELLING,1 FAMILY DWELLING,,,1,-1,12,South Central,9,Excelsior,"(37.725586062778, -122.418395648036)"
2016/06/28,2016,2016_Q2,COMPLETE,201407100913,2,238,SHIPLEY,ST,3753,314,3753314,ERECT 4 STORY TYPE V 15 RESIDENTIAL UNIT & 2 COMMERCIAL OFFICE. COMPLIANCE W/ ORDINANCE NO 155-13 NOT REQUIRED.,,APARTMENTS,2,MOD,15,15,9,South of Market,6,South of Market,"(37.779232795887, -122.403870455497)"
2017/04/25,2017,2017_Q2,COMPLETE,201704063331,8,785,COLBY,ST,6130,021,6130021,REMOVE UNWARRANTED DOOR INSTALLED WITHOUT THE BENEFIT OF PERMIT AT FRONT ENTRY AREA. TO PARTIALLY COMPLY WITH NOV# 201767784. PAINT AND TILE DOWNSTAIR ROOM FINISHES ONLY. NO WORK VISIBLE FROM STREET.,1 FAMILY DWELLING,1 FAMILY DWELLING,,,1,-1,12,South Central,9,Portola,"(37.720753206536, -122.410359583792)"
2016/10/26,2016,2016_Q4,COMPLETE,201211284963,2,113,HABITAT,TR,7148,071,7148071,"TO ERECT 3 STORIES, SINGLE FAMILY DWELLING.  113 HABITAT TERRACE.",,1 FAMILY DWELLING,,,1,1,13,Ingleside,11,Oceanview/Merced/Ingleside,"(37.710887970391, -122.459531956766)"
2018/05/31,2018,2018_Q2,COMPLETE,201605036406,3,985,CHURCH,ST,3619,034,3619034,"PER ORDINANCE# 30-15. ADD A RESIDENTIAL UNIT IN 1ST FLOOR WITH A BEDROOM, A FULL BATH, A KITCHEN, DINING & LIVING AREA. SEPARATED SOFT BLDG PA# 2015/02/05/7657.",APARTMENTS,APARTMENTS,,,7,1,7,Central,8,Noe Valley,"(37.755216980729, -122.427553251308)"
2017/04/03,2017,2017_Q2,COMPLETE,201607152464,3,710,HAYES,ST,0805,008,0805008,"LEGALIZE DWELLING UNIT PER UNIT LEGALIZATION ORDINANCE# 43-14. INTERIOR REMODEL FOR NEW UNIT, 2 BEDROOM & 2 BATH.",APARTMENTS,APARTMENTS,,,4,1,5,Western Addition,5,Hayes Valley,"(37.776444371636, -122.428255868058)"
2018/05/15,2018,2018_Q2,COMPLETE,201609268810,3,351,MANGELS,AV,3089,065,3089065,"NEW ACCESSORY UNIT AT GROUND FLOOR. PROVIDE NEW  LIVING ROOM/KITCHEN, NEW BEDROOM AND NEW BATHROOM. NO WORK ON SECOND FLOOR.",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,13,Ingleside,7,West of Twin Peaks,"(37.732870726353, -122.445506987321)"
2012/01/25,2012,2012_Q1,FINAL INSPECT/APPRVD,201001074370,6,84,WEST POINT,RD,4624,009,4624009,"BLDG# 8 - DEMOLITION OF 2-STORY 4 RESIDENTIAL UNITS. (82, 84, 86, 88 WEST POINT RD.)",APARTMENTS,,,VLI,-4,-4,10,South Bayshore,10,Bayview Hunters Point,"(37.73595194645, -122.38149159657)"
2017/03/06,2017,2017_Q1,COMPLETE,201504204011,8,1247,45TH,AV,1705,009,1705009,"TO COMPLY WITH NOV # 201536381: AT GARAGE LEVEL, 1ST FLR - LEGALIZE BATHROOM, BEDROOM, STORAGE, LAUNDRY AND HALL. NEW OUTLETS AND LIGHTING FIXTURES",1 FAMILY DWELLING,1 FAMILY DWELLING,,,1,-1,15,Outer Sunset,4,Sunset/Parkside,"(37.763290022907, -122.505397094454)"
2018/03/22,2018,2018_Q1,COMPLETE,201505065488,3,177,PRECITA,AV,5501,025,5501025,"TO COMPLY WITH NOV #201536221, 201536211, & 201536201. AT 1ST FLOOR LEGALIZE EXTG ROOMS, INCLUDING STORAGE, GAME ROOM, STUDY AND FAMILY. REMODEL EXTG BATHROOM AND LAUNDRY.",2 FAMILY DWELLING,2 FAMILY DWELLING,,,2,-1,11,Bernal Heights,9,Bernal Heights,"(37.747638938489, -122.416717265984)"
2016/09/12,2016,2016_Q3,COMPLETE,201511051897,3,350,LAGUNA,ST,0839,018,0839018,"4-NEW RESIDENTIAL UNITS #22, #23, #24, #25 - AT LOWER LEVELS - SOFT STORY SEISMIC UPGRADE APPROVED UNDER PA#2015-10-28-1086 & PARKING REMOVAL HAS ALSO BEEN APPROVED UNDER PA#2015-10-28-1066.",APARTMENTS,APARTMENTS,,,25,4,6,Buena Vista,5,Hayes Valley,"(37.774371649007, -122.425672670542)"
2018/07/12,2018,2018_Q3,COMPLETE,201407292392,3,2014,10TH,AV,2129,001C,2129001C,CONVERT (E) MASTER BEDROOM TO NEW KITCHEN. TO LEGALIZE IN-LAW DWELLING UNIT UNDER ORDINANCE NO# 43-14. CLEAR COMPLAINT NO# 200987421. TO REMOVE NON-BEARING PARTITIONS ENCLOSURE ON (E) DECK.,1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,14,Inner Sunset,7,West of Twin Peaks,"(37.750605750011, -122.466193883279)"
2017/03/15,2017,2017_Q1,CFC ISSUED,201507101201,8,53,DOUGLASS,ST,2623,039,2623039,CORRECT NOV 201495141 TO REMOVE ILLEGAL UNIT. REMOVE KITCHEN SINK AND STOVE AND CAP LINES. REPLACE INTERIOR STAIRWAY. ENCLOSE LAUNDRY CLOSET. INSTALL NEW DOOR. REPLACE FRONT WALKWAY. TO COMPLY WITH HIS NOVE #201495141 DATED ,2 FAMILY DWELLING,2 FAMILY DWELLING,,,2,-1,6,Buena Vista,8,Castro/Upper Market,"(37.762879781868, -122.439204653611)"
2016/01/29,2016,2016_Q1,COMPLETE,201510099378,8,1110,SOUTH VAN NESS,AV,3637,003,3637003,Administrative change to application #2015.0107.5166 change unit count from 5 to 6 units,APARTMENTS,APARTMENTS,,,6,1,8,Mission,9,Mission,"(37.755274348182, -122.416906826519)"
2018/01/24,2018,2018_Q1,COMPLETE,201505287372,3,175,MAYNARD,ST,5891,004A,5891004A,"UNIT LEGALIZATION ORDINANCE# 43-14. 1 BEDROOM, 1 BATH, 1 KITCHEN. 1 HOUR CORRIDER THROUGH GARAGE. CEILING FOR FIRE SEPERATION. ENLARGE WINDOW OPENING. REPLACE LIGHTING & ADD CIRCUIT TO KITCHEN.LEGALIZE (E) LIVING ROOM, BEDROOM, KTCHEN AND BATH",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,12,South Central,11,Excelsior,"(37.729594559873, -122.426616511807)"
2016/03/25,2016,2016_Q1,COMPLETE,201601288236,8,751,MADRID,ST,6342,034,6342034,"FOR DOCUMENTATION PURPOSES:  TO COMPLY WITH COMPLAINT #201261382, #200341119 CONFIRMING THAT GROUND FLOOR AS LIVABLE SPACE FOR SINGLE FAMILY HOUSE (ONE DWELLING UNIT) PER BLDG PERMIT APPL #9124181.",1 FAMILY DWELLING,1 FAMILY DWELLING,,,1,-1,12,South Central,11,Excelsior,"(37.717583749931, -122.435528538882)"
2018/11/13,2018,2018_Q4,COMPLETE,201801299807,3,1477,39TH,AV,1814,016,1814016,NEW ADU TO BE FORMED AT GROUND FLOOR PER ORDINANCE 95-17. REVISION TO PA 2013-1015-9301 AND 2014-0616-8423 LAYOUT CHANGE. REMOVE WETBAR. REVISION O 2017-1019-1643.,1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,15,Outer Sunset,4,Sunset/Parkside,"(37.759369587043, -122.498669783711)"
2018/03/30,2018,2018_Q1,COMPLETE,201605056664,3,478,28TH,AV,1459,011,1459011,"LEGALIZE NON-CONFORMING 1ST FLOOR DWELLING UNIT PER ZONING PERMITTED. RENOVATION INCLUDING REBUILD REAR STAIR & UTILITY ROOM, ADD SIDE & REAR WINDOWS NOT VISIBLE FROM STREET, REMOVE NON-CONFORMING TRASH ENCLOSURE AT FRONT, ADD A FULL BATH TO 1ST FLOOR.",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,1,Richmond,1,Outer Richmond,"(37.780447658384, -122.487687387688)"
2018/09/04,2018,2018_Q3,COMPLETE,201708316545,3,227,RANDOLPH,ST,7117,044,7117044,"COMPLY WITH COMPLAINT #201794301 ORD.162-16-ADU OF DWELLING UNIT INSTALLED WITHOUT PERMIT. TO LEGALIZE EXISTING KITCHEN, ALL WORK AT GROUND FLOOR. PROVIDE SECOND EXIT FOR SECOND FLOOR.",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,13,Ingleside,11,Oceanview/Merced/Ingleside,"(37.714076703198, -122.464904234834)"
2018/12/07,2018,2018_Q4,COMPLETE,201610210934,3,653,HEAD,ST,7008,009,7008009,LEGALIZATION OF DWELLING UNIT WITHOUT PERMIT IN A SINGLE FAMILY DWELLING PER ORDINANCE #43-14.,1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,13,Ingleside,11,Oceanview/Merced/Ingleside,"(37.718852679557, -122.464741696256)"
2016/10/31,2016,2016_Q4,COMPLETE,201407171522,3,468,VERNON,ST,6994,039,6994039,"(UNIT LEGALIZATION ORD 43-14 )CONVERT (E) STORAGE SPACE IN APP #200012047067 TO A NEW KITCHEN & INSTALL(N) COUNTER W/CABINET,WET SINK,STOVE REFRIGERATOR ON G/F; LEGALIZE(E)DOOR FROM GARAGE TO(E)STORAGE RM TO THE FIRE RATED DOOR TO ADD(N)2ND UNIT; CLEAR CO",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,13,Ingleside,11,Oceanview/Merced/Ingleside,"(37.720887232339, -122.467803068596)"
2017/06/07,2017,2017_Q2,COMPLETE,201706028314,8,811,CAPP,ST,3642,062,3642062,"REVISION TO 201504305015 FOR RECORDING PURPOSES OLY , CLARIFY UNIT COUNT IS 2 DWELLINGS AFTER GR FLOOR CONVERTED TO DWELLING UNIT",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,8,Mission,9,Mission,"(37.75369615414, -122.4171781327)"
2018/03/08,2018,2018_Q1,REINSTATED,200609061483,2,1325,PORTOLA,DR,2987A,036,2987A036,TO ERECT A NEW 3 STORY SINGLE FAMILY DWELLING UNIT.,,1 FAMILY DWELLING,,,1,1,14,Inner Sunset,7,West of Twin Peaks,"(37.73962631442, -122.464632548871)"
2018/07/16,2018,2018_Q3,COMPLETE,201510301346,3,949,FELL,ST,0826,018,0826018,"ADDITION OF NEW (2) GROUND FLOOR UNIT FOR 13 & 14 PER ORDINANCE NO# 30-15. REFER TO PA# 2015/07/14/1463 FOR SOFT STORY RETROFIT PER SFBC CHAPTER 34B, 2012 IEBC A-4. TOTAL OF (2) ADDITIONAL UNIT FOR OVERALL TOTAL OF (14) UNITS. NEW UNIT TO BE 3 BEDROOM/3 B",APARTMENTS,APARTMENTS,,,14,2,5,Western Addition,5,Hayes Valley,"(37.774320439424, -122.43338778549)"
2017/12/08,2017,2017_Q4,COMPLETE,201501307095,8,1308,TAYLOR,ST,0190,011,0190011,,APARTMENTS,APARTMENTS,,,4,1,3,Northeast,3,Nob Hill,"(37.794557288711, -122.412758812766)"
